Class,Category,ID,Term,Genes,adj_pval
BC7,BP,GO:0007409,axonogenesis,"Slit2, Epha3, Tenm2, Dcc, Epha5, Plxna4, App, Lrrc4c, Ntng1, Stxbp5, Dscam, Efna5, Plppr4, Dst",1.14E-07
BC7,BP,GO:0099565,"chemical synaptic transmission, postsynaptic","Grik1, Nrxn1, Nlgn1, Glra1, Rims1, App, Grin2b, Grid2",2.05E-07
BC7,BP,GO:1905606,regulation of presynapse assembly,"Nrxn1, Mdga2, Nlgn1, Ptprd, App, Grid2",3.50E-07
BC7,BP,GO:1901888,regulation of cell junction assembly,"Epha3, Nrxn1, Mdga2, Nlgn1, Ptprd, Clstn2, App, Grid2, Efna5, Rock2",3.66E-07
BC7,BP,GO:0035249,"synaptic transmission, glutamatergic","Cdh8, Grik1, Nrxn1, Gria2, Nlgn1, Grm7, Gria4, Grid2",3.66E-07
BC7,BP,GO:0099175,regulation of postsynapse organization,"Nrxn1, Nlgn1, Ptprd, App, Zfp804a, Grin2b, Tanc2, Grid2",3.66E-07
BC7,BP,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,"Fat3, Cdh8, Tenm3, Fat4, Esam, Clstn2, Cdh10, Dscam",3.73E-07
BC7,BP,GO:0099174,regulation of presynapse organization,"Nrxn1, Mdga2, Nlgn1, Ptprd, App, Grid2",4.94E-07
BC7,BP,GO:0051963,regulation of synapse assembly,"Nrxn1, Mdga2, Nlgn1, Ptprd, Clstn2, App, Grid2, Efna5",6.23E-07
BC7,BP,GO:0060079,excitatory postsynaptic potential,"Grik1, Nrxn1, Nlgn1, Rims1, App, Grin2b, Grid2",1.75E-06
BC7,BP,GO:0099054,presynapse assembly,"Nrxn1, Mdga2, Nlgn1, Ptprd, App, Grid2",2.05E-06
BC7,BP,GO:0051932,"synaptic transmission, GABAergic","Grik1, Nlgn1, Gabra1, Erbb4, Gabrb2, Car2",3.74E-06
BC7,BP,GO:0099172,presynapse organization,"Nrxn1, Mdga2, Nlgn1, Ptprd, App, Grid2",3.97E-06
BC7,BP,GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,"Cdh8, Nrxn1, Cdh18, Nlgn1, Cdh10",7.62E-06
BC7,BP,GO:0035235,ionotropic glutamate receptor signaling pathway,"Grik1, Gria2, App, Grin2b",1.02E-05
BC7,BP,GO:0007411,axon guidance,"Slit2, Epha3, Tenm2, Dcc, Epha5, Plxna4, App, Dscam, Efna5",1.19E-05
BC7,BP,GO:0097485,neuron projection guidance,"Slit2, Epha3, Tenm2, Dcc, Epha5, Plxna4, App, Dscam, Efna5",1.19E-05
BC7,BP,GO:0051966,"regulation of synaptic transmission, glutamatergic","Grik1, Nrxn1, Gria2, Nlgn1, Grm7, Gria4",1.46E-05
BC7,BP,GO:0051965,positive regulation of synapse assembly,"Nrxn1, Nlgn1, Ptprd, Clstn2, Grid2, Efna5",1.65E-05
BC7,BP,GO:0032230,"positive regulation of synaptic transmission, GABAergic","Grik1, Nlgn1, Erbb4, Car2",1.92E-05
BC7,BP,GO:0007215,glutamate receptor signaling pathway,"Grik1, Gria2, Grm7, App, Grin2b",2.20E-05
BC7,BP,GO:0016358,dendrite development,"Fat3, Csmd3, Nlgn1, Epha5, Ptprd, App, Tanc2, Dscam, Rock2",5.47E-05
BC7,BP,GO:0097061,dendritic spine organization,"Nlgn1, Epha5, App, Zfp804a, Grin2b, Tanc2",5.83E-05
BC7,BP,GO:0032970,regulation of actin filament-based process,"Slit2, Epha3, Epha5, Ryr2, Esam, Tmeff2, Fmn2, Hcn4, Efna5, Rock2",6.38E-05
BC7,BP,GO:0006836,neurotransmitter transport,"Nrxn1, Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5, Slc6a11",7.82E-05
BC7,BP,GO:0106027,neuron projection organization,"Nlgn1, Epha5, App, Zfp804a, Grin2b, Tanc2",8.39E-05
BC7,BP,GO:0098698,postsynaptic specialization assembly,"Nrxn1, Nlgn1, Ptprd, Grid2",8.83E-05
BC7,BP,GO:0031346,positive regulation of cell projection organization,"Epha3, Nlgn1, Dcc, Plxna4, Tenm3, Ptprd, Zfp804a, Dscam, Cntn1, Efna5",9.68E-05
BC7,BP,GO:1904861,excitatory synapse assembly,"Nrxn1, Nlgn1, Ptprd, Grid2",9.78E-05
BC7,BP,GO:0001505,regulation of neurotransmitter levels,"Nrxn1, Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5, Slc6a11",0.0001014
BC7,BP,GO:0007269,neurotransmitter secretion,"Nrxn1, Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5",0.000127583
BC7,BP,GO:0099643,signal release from synapse,"Nrxn1, Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5",0.000127583
BC7,BP,GO:0031644,regulation of nervous system process,"Nrxn1, Nlgn1, Glra1, Rims1, App, Dlgap1, Rock2",0.000133836
BC7,BP,GO:1901890,positive regulation of cell junction assembly,"Nrxn1, Nlgn1, Ptprd, Clstn2, Grid2, Efna5",0.000146921
BC7,BP,GO:0097105,presynaptic membrane assembly,"Nrxn1, Nlgn1, Ptprd",0.000162961
BC7,BP,GO:0099068,postsynapse assembly,"Nrxn1, Nlgn1, Ptprd, Grid2",0.000164837
BC7,BP,GO:0051592,response to calcium ion,"Adcy8, Nrxn1, Nlgn1, Ryr2, App, Mylk",0.000178889
BC7,BP,GO:0048013,ephrin receptor signaling pathway,"Epha3, Epha5, Anks1b, Efna5",0.000178889
BC7,BP,GO:0097106,postsynaptic density organization,"Nrxn1, Nlgn1, Ptprd, Grid2",0.000194556
BC7,BP,GO:0071372,cellular response to follicle-stimulating hormone stimulus,"Epha3, Epha5, Efna5",0.000194556
BC7,BP,GO:0071420,cellular response to histamine,"Gabrb1, Gabra1, Gabrb2",0.000194556
BC7,BP,GO:0099545,trans-synaptic signaling by trans-synaptic complex,"Nlgn1, Tenm2, Ptprd",0.000194556
BC7,BP,GO:0010038,response to metal ion,"Adcy8, Nrxn1, Nlgn1, Glra1, Ryr2, App, Mylk, Kcnip3",0.00019829
BC7,BP,GO:0048169,regulation of long-term neuronal synaptic plasticity,"Grik1, Rims1, App, Grin2b",0.000201847
BC7,BP,GO:0001964,startle response,"Nrxn1, Glra1, Grin2b, Grid2",0.000217956
BC7,BP,GO:2000463,positive regulation of excitatory postsynaptic potential,"Nrxn1, Nlgn1, Rims1, App",0.000217956
BC7,BP,GO:0016079,synaptic vesicle exocytosis,"Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5",0.000221356
BC7,BP,GO:0032354,response to follicle-stimulating hormone,"Epha3, Epha5, Efna5",0.000232907
BC7,BP,GO:0032228,"regulation of synaptic transmission, GABAergic","Grik1, Nlgn1, Erbb4, Car2",0.000284594
BC7,BP,GO:0097090,presynaptic membrane organization,"Nrxn1, Nlgn1, Ptprd",0.000287668
BC7,BP,GO:1902950,regulation of dendritic spine maintenance,"App, Zfp804a, Grin2b",0.000287668
BC7,BP,GO:2000300,regulation of synaptic vesicle exocytosis,"Nlgn1, Grm7, Rims1, Prkcb, Stxbp5",0.000290708
BC7,BP,GO:0099084,postsynaptic specialization organization,"Nrxn1, Nlgn1, Ptprd, Grid2",0.000295205
BC7,BP,GO:0099504,synaptic vesicle cycle,"Nrxn1, Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5",0.000311584
BC7,BP,GO:0099151,regulation of postsynaptic density assembly,"Nrxn1, Ptprd, Grid2",0.000343438
BC7,BP,GO:0140029,exocytic process,"Nrxn1, Nlgn1, Rims1, Cadps, Stxbp5",0.000400919
BC7,BP,GO:0034776,response to histamine,"Gabrb1, Gabra1, Gabrb2",0.000415853
BC7,BP,GO:0071371,cellular response to gonadotropin stimulus,"Epha3, Epha5, Efna5",0.000503296
BC7,BP,GO:0099003,vesicle-mediated transport in synapse,"Nrxn1, Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5",0.000576723
BC7,BP,GO:0001967,suckling behavior,"Dach1, App, Grin2b",0.000576723
BC7,BP,GO:0034698,response to gonadotropin,"Epha3, Epha5, Efna5",0.000576723
BC7,BP,GO:1904889,regulation of excitatory synapse assembly,"Nrxn1, Ptprd, Grid2",0.000576723
BC7,BP,GO:0051962,positive regulation of nervous system development,"Nrxn1, Nlgn1, Plxna4, Ptprd, Clstn2, Grid2, Dscam, Efna5",0.000645276
BC7,BP,GO:0099150,regulation of postsynaptic specialization assembly,"Nrxn1, Ptprd, Grid2",0.000667392
BC7,BP,GO:0006821,chloride transport,"Gabrb1, Glra1, Gabra1, Gabrb2, Car2",0.000667392
BC7,BP,GO:0032956,regulation of actin cytoskeleton organization,"Slit2, Epha3, Epha5, Esam, Tmeff2, Fmn2, Efna5, Rock2",0.000739683
BC7,BP,GO:1905874,regulation of postsynaptic density organization,"Nrxn1, Ptprd, Grid2",0.000766125
BC7,BP,GO:0048167,regulation of synaptic plasticity,"Adcy8, Grik1, Nlgn1, Rims1, Scgn, App, Grin2b, Grid2",0.000770016
BC7,BP,GO:1902476,chloride transmembrane transport,"Gabrb1, Glra1, Gabra1, Gabrb2",0.000770016
BC7,BP,GO:0098815,modulation of excitatory postsynaptic potential,"Nrxn1, Nlgn1, Rims1, App",0.00080494
BC7,BP,GO:0048813,dendrite morphogenesis,"Nlgn1, Epha5, Ptprd, Tanc2, Dscam, Rock2",0.00080494
BC7,BP,GO:1903305,regulation of regulated secretory pathway,"Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5",0.00080494
BC7,BP,GO:0048588,developmental cell growth,"Slit2, Plxna4, Rims1, Sorbs2, App, Dscam, Efna5",0.00080494
BC7,BP,GO:0097107,postsynaptic density assembly,"Nrxn1, Ptprd, Grid2",0.000825973
BC7,BP,GO:0006820,anion transport,"Gabrb1, Grik1, Glra1, Gabra1, Grm7, Gabrb2, Grin2b, Slc6a11, Car2",0.000844571
BC7,BP,GO:0030534,adult behavior,"Grik1, Nrxn1, Glra1, Grm7, Rnf180, App",0.000871042
BC7,BP,GO:1901214,regulation of neuron death,"Dcc, Grm7, Gabrb2, App, Grin2b, Angpt1, Grid2, Kcnip3",0.000875567
BC7,BP,GO:0001764,neuron migration,"Fat3, Mdga2, Dcc, Erbb4, Nrg3, Ntng1",0.000984258
BC7,BP,GO:0060080,inhibitory postsynaptic potential,"Grik1, Glra1, Rims1",0.001049428
BC7,BP,GO:0046928,regulation of neurotransmitter secretion,"Nlgn1, Grm7, Rims1, Prkcb, Stxbp5",0.001184166
BC7,BP,GO:0031345,negative regulation of cell projection organization,"Slit2, Fat3, Epha3, Nrxn1, Nlgn1, Grin2b",0.001474121
BC7,BP,GO:0097062,dendritic spine maintenance,"App, Zfp804a, Grin2b",0.001506415
BC7,BP,GO:0099601,regulation of neurotransmitter receptor activity,"Nrxn1, Nlgn1, App, Dlgap1",0.001606292
BC7,BP,GO:0016082,synaptic vesicle priming,"Rims1, Cadps, Stxbp5",0.001663429
BC7,BP,GO:0048168,regulation of neuronal synaptic plasticity,"Grik1, Rims1, App, Grin2b",0.001664304
BC7,BP,GO:0070997,neuron death,"Dcc, Grm7, Gabrb2, App, Grin2b, Angpt1, Grid2, Kcnip3",0.001695025
BC7,BP,GO:0048266,behavioral response to pain,"Grik1, Grin2b, Kcnip3",0.001792197
BC7,BP,GO:0086019,cell-cell signaling involved in cardiac conduction,"Ryr2, Hcn4, Cacna2d1",0.001792197
BC7,BP,GO:0043113,receptor clustering,"Nrxn1, Nlgn1, Sorbs2, Grin2b",0.001883091
BC7,BP,GO:0051588,regulation of neurotransmitter transport,"Nlgn1, Grm7, Rims1, Prkcb, Stxbp5",0.001961998
BC7,BP,GO:0001508,action potential,"Glra1, Ryr2, Grin2b, Hcn4, Cacna2d1",0.002076
BC7,BP,GO:0098661,inorganic anion transmembrane transport,"Gabrb1, Glra1, Gabra1, Gabrb2",0.002250899
BC7,BP,GO:0071277,cellular response to calcium ion,"Adcy8, Nrxn1, Nlgn1, Mylk",0.002308212
BC7,BP,GO:0007214,gamma-aminobutyric acid signaling pathway,"Gabrb1, Gabra1, Gabrb2",0.002308212
BC7,BP,GO:0021952,central nervous system projection neuron axonogenesis,"Slit2, Dcc, Plxna4",0.002308212
BC7,BP,GO:0015698,inorganic anion transport,"Gabrb1, Glra1, Gabra1, Gabrb2, Car2",0.002555376
BC7,BP,GO:0007043,cell-cell junction assembly,"Cdh8, Cdh18, Esam, Cdh10, Rock2",0.002692467
BC7,BP,GO:0035637,multicellular organismal signaling,"Glra1, Grm7, Ryr2, Hcn4, Cacna2d1",0.002834664
BC7,BP,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,"Adcy8, Nrxn1, Epha5, Efna5",0.002954256
BC7,BP,GO:0071322,cellular response to carbohydrate stimulus,"Adcy8, Nrxn1, Epha5, Prkcb, Efna5",0.002955444
BC7,BP,GO:0017157,regulation of exocytosis,"Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5",0.002990702
BC7,BP,GO:0007613,memory,"Adcy8, Grm7, App, Camk4, Grin2b",0.002990702
BC7,BP,GO:0060291,long-term synaptic potentiation,"Adcy8, Nlgn1, Rims1, Scgn, App, Grin2b",0.003073998
BC7,BP,GO:0021537,telencephalon development,"Slit2, Epha5, Plxna4, Erbb4, Nrg3, Fat4",0.003461193
BC7,BP,GO:0006874,cellular calcium ion homeostasis,"Adcy8, Ryr2, Scgn, Slc24a3, App, Prkcb, Grin2b, Cacna2d1",0.003575888
BC7,BP,GO:0051968,"positive regulation of synaptic transmission, glutamatergic","Nrxn1, Nlgn1, Gria4",0.00362828
BC7,BP,GO:0071248,cellular response to metal ion,"Adcy8, Nrxn1, Nlgn1, Glra1, Mylk",0.003704958
BC7,BP,GO:0034765,regulation of ion transmembrane transport,"Nrxn1, Nlgn1, Ryr2, Kcnh7, App, Kcnip3, Hcn4, Cacna2d1",0.003809823
BC7,BP,GO:0048846,axon extension involved in axon guidance,"Slit2, Plxna4, Dscam",0.003809823
BC7,BP,GO:1902284,neuron projection extension involved in neuron projection guidance,"Slit2, Plxna4, Dscam",0.003809823
BC7,BP,GO:0035773,insulin secretion involved in cellular response to glucose stimulus,"Adcy8, Nrxn1, Epha5, Efna5",0.004108565
BC7,BP,GO:0048265,response to pain,"Grik1, Grin2b, Kcnip3",0.004705367
BC7,BP,GO:0043523,regulation of neuron apoptotic process,"Grm7, Gabrb2, App, Angpt1, Grid2, Kcnip3",0.004705367
BC7,BP,GO:0086065,cell communication involved in cardiac conduction,"Ryr2, Hcn4, Cacna2d1",0.004999729
BC7,BP,GO:0060560,developmental growth involved in morphogenesis,"Slit2, Plxna4, Rims1, App, Dscam, Efna5",0.004999729
BC7,BP,GO:0030900,forebrain development,"Slit2, Epha5, Plxna4, Erbb4, Nrg3, Fat4, App",0.005400031
BC7,BP,GO:0050770,regulation of axonogenesis,"Slit2, Plxna4, Lrrc4c, Dscam, Efna5",0.005473918
BC7,BP,GO:0021955,central nervous system neuron axonogenesis,"Slit2, Dcc, Plxna4",0.005597677
BC7,BP,GO:0045055,regulated exocytosis,"Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5",0.005628141
BC7,BP,GO:0048638,regulation of developmental growth,"Slit2, Plxna4, Erbb4, Rims1, App, Dscam, Efna5",0.005723703
BC7,BP,GO:0050919,negative chemotaxis,"Slit2, Plxna4, Nrg3",0.005857717
BC7,BP,GO:0033555,multicellular organismal response to stress,"Grik1, Grm7, Grin2b, Kcnip3",0.00617631
BC7,BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,"Erbb4, App, Angpt1, Cntn1, Efna5",0.006197053
BC7,BP,GO:0006887,exocytosis,"Nrxn1, Nlgn1, Grm7, Rims1, Cadps, Prkcb, Stxbp5",0.006214656
BC7,BP,GO:0032535,regulation of cellular component size,"Slit2, Plxna4, Esam, Prr16, Fmn2, Dscam, Efna5",0.006214656
BC7,BP,GO:0086015,SA node cell action potential,"Ryr2, Hcn4",0.006214656
BC7,BP,GO:0086018,SA node cell to atrial cardiac muscle cell signaling,"Ryr2, Hcn4",0.006214656
BC7,BP,GO:0086070,SA node cell to atrial cardiac muscle cell communication,"Ryr2, Hcn4",0.006214656
BC7,BP,GO:0097119,postsynaptic density protein 95 clustering,"Nrxn1, Nlgn1",0.006214656
BC7,BP,GO:1900454,positive regulation of long-term synaptic depression,"Adcy8, Grid2",0.006214656
BC7,BP,GO:0071709,membrane assembly,"Nrxn1, Nlgn1, Ptprd",0.006214656
BC7,BP,GO:0001941,postsynaptic membrane organization,"Nrxn1, Nlgn1, Sorbs2",0.006576522
BC7,BP,GO:0050905,neuromuscular process,"Nrxn1, Glra1, App, Grin2b, Grid2",0.006789458
BC7,BP,GO:0003012,muscle system process,"Glra1, Ryr2, Sorbs2, Mylk, Hcn4, Cacna2d1, Rock2",0.006790877
BC7,BP,GO:1901653,cellular response to peptide,"Adcy8, App, Prkcb, Car2, Cacna2d1, Rock2",0.006970466
BC7,BP,GO:0051402,neuron apoptotic process,"Grm7, Gabrb2, App, Angpt1, Grid2, Kcnip3",0.006970466
BC7,BP,GO:0098926,postsynaptic signal transduction,"Sorbs2, Camk4, Anks1b",0.006970466
BC7,BP,GO:0007158,neuron cell-cell adhesion,"Nrxn1, Nlgn1",0.006970466
BC7,BP,GO:0010807,regulation of synaptic vesicle priming,"Rims1, Stxbp5",0.006970466
BC7,BP,GO:0021684,cerebellar granular layer formation,"Nrxn1, Grid2",0.006970466
BC7,BP,GO:0021707,cerebellar granule cell differentiation,"Nrxn1, Grid2",0.006970466
BC7,BP,GO:0097104,postsynaptic membrane assembly,"Nrxn1, Nlgn1",0.006970466
BC7,BP,GO:1902959,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,"App, Rock2",0.006970466
BC7,BP,GO:0009743,response to carbohydrate,"Adcy8, Nrxn1, Epha5, Prkcb, Efna5",0.007061192
BC7,BP,GO:0051952,regulation of amine transport,"Grik1, Grm7, Prkcb, Grin2b",0.00710837
BC7,BP,GO:0006936,muscle contraction,"Glra1, Ryr2, Mylk, Hcn4, Cacna2d1, Rock2",0.00710837
BC7,BP,GO:0034332,adherens junction organization,"Cdh8, Cdh18, Cdh10",0.00710837
BC7,BP,GO:0033674,positive regulation of kinase activity,"Adcy8, Epha3, Nrxn1, Epha5, Erbb4, App, Angpt1",0.00710837
BC7,BP,GO:0044070,regulation of anion transport,"Grik1, Grm7, Grin2b, Car2",0.007201187
BC7,BP,GO:0021953,central nervous system neuron differentiation,"Slit2, Nrxn1, Dcc, Plxna4, Grid2",0.007263149
BC7,BP,GO:0008038,neuron recognition,"Epha3, App, Dscam",0.007390648
BC7,BP,GO:0007611,learning or memory,"Adcy8, Nrxn1, Grm7, App, Camk4, Grin2b",0.007441309
BC7,BP,GO:0051955,regulation of amino acid transport,"Grik1, Grm7, Grin2b",0.007729557
BC7,BP,GO:1905245,regulation of aspartic-type peptidase activity,"App, Rock2",0.007793445
BC7,BP,GO:0015837,amine transport,"Grik1, Grm7, Prkcb, Grin2b",0.007872006
BC7,BP,GO:0018108,peptidyl-tyrosine phosphorylation,"Epha3, Erbb4, App, Angpt1, Cntn1, Efna5",0.007872006
BC7,BP,GO:0008361,regulation of cell size,"Slit2, Plxna4, Prr16, Dscam, Efna5",0.007872006
BC7,BP,GO:0045216,cell-cell junction organization,"Cdh8, Cdh18, Esam, Cdh10, Rock2",0.007872006
BC7,BP,GO:0044091,membrane biogenesis,"Nrxn1, Nlgn1, Ptprd",0.00788696
BC7,BP,GO:0001666,response to hypoxia,"Ryr2, Prkcb, Grin2b, Fmn2, Rock2",0.007945996
BC7,BP,GO:0018212,peptidyl-tyrosine modification,"Epha3, Erbb4, App, Angpt1, Cntn1, Efna5",0.008030462
BC7,BP,GO:0043087,regulation of GTPase activity,"Epha3, Epha5, Plxna4, Tbc1d1, Efna5, Iqsec3",0.008112595
BC7,BP,GO:0043270,positive regulation of ion transport,"Grik1, Ryr2, Grin2b, Mylk, Cacna2d1, Cntn1",0.008382621
BC7,BP,GO:2001222,regulation of neuron migration,"Erbb4, Nrg3, Ntng1",0.008382621
BC7,BP,GO:0002087,regulation of respiratory gaseous exchange by nervous system process,"Nlgn1, Glra1",0.008382621
BC7,BP,GO:0021683,cerebellar granular layer morphogenesis,"Nrxn1, Grid2",0.008382621
BC7,BP,GO:0030949,positive regulation of vascular endothelial growth factor receptor signaling pathway,"Prkcb, Angpt1",0.008382621
BC7,BP,GO:0032026,response to magnesium ion,"Ryr2, Kcnip3",0.008382621
BC7,BP,GO:0038166,angiotensin-activated signaling pathway,"Car2, Rock2",0.008382621
BC7,BP,GO:2001223,negative regulation of neuron migration,"Erbb4, Nrg3",0.008382621
BC7,BP,GO:0018210,peptidyl-threonine modification,"Galntl6, App, Prkcb, Rock2",0.008564736
BC7,BP,GO:0086001,cardiac muscle cell action potential,"Ryr2, Hcn4, Cacna2d1",0.008564736
BC7,BP,GO:1900271,regulation of long-term synaptic potentiation,"Adcy8, Scgn, App",0.008564736
BC7,BP,GO:0007631,feeding behavior,"Grm7, Dach1, App, Grin2b",0.008677908
BC7,BP,GO:0061387,regulation of extent of cell growth,"Slit2, Plxna4, Dscam, Efna5",0.008677908
BC7,BP,GO:0010976,positive regulation of neuron projection development,"Epha3, Dcc, Tenm3, Zfp804a, Cntn1",0.008919942
BC7,BP,GO:0018105,peptidyl-serine phosphorylation,"Nrxn1, App, Prkcb, Camk4, Angpt1, Rock2",0.009281527
BC7,BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,"Nrxn1, Dcc, Erbb4, App, Angpt1",0.009365746
BC7,BP,GO:0072001,renal system development,"Slit2, Erbb4, Fat4, Angpt1, Bicc1, Lgr5",0.009465756
BC7,BP,GO:0050920,regulation of chemotaxis,"Slit2, Scg2, Plxna4, App, Dscam",0.009587556
BC7,BP,GO:0097305,response to alcohol,"Adcy8, Glra1, Epha5, Grin2b, Efna5",0.009587556
BC7,BP,GO:0098917,retrograde trans-synaptic signaling,"Nlgn1, Tenm2",0.010540736
BC7,BP,GO:0098900,regulation of action potential,"Ryr2, Hcn4, Cacna2d1",0.010897048
BC7,BP,GO:0071241,cellular response to inorganic substance,"Adcy8, Nrxn1, Nlgn1, Glra1, Mylk",0.010897048
BC7,BP,GO:0090087,regulation of peptide transport,"Adcy8, Nrxn1, Epha5, Car2, Efna5",0.010897048
BC7,BP,GO:0050890,cognition,"Adcy8, Nrxn1, Grm7, App, Camk4, Grin2b",0.010897048
BC7,BP,GO:0036293,response to decreased oxygen levels,"Ryr2, Prkcb, Grin2b, Fmn2, Rock2",0.011487678
BC7,BP,GO:1901655,cellular response to ketone,"Adcy8, Epha5, Efna5, Rock2",0.011487678
BC7,BP,GO:0044065,regulation of respiratory system process,"Nlgn1, Glra1",0.011487678
BC7,BP,GO:0099527,postsynapse to nucleus signaling pathway,"Camk4, Anks1b",0.011487678
BC7,BP,GO:1904862,inhibitory synapse assembly,"Gabra1, Gabrb2",0.011487678
BC7,BP,GO:0018209,peptidyl-serine modification,"Nrxn1, App, Prkcb, Camk4, Angpt1, Rock2",0.012361227
BC7,BP,GO:0031589,cell-substrate adhesion,"Epha3, Tmeff2, Ntng1, Angpt1, Efna5, Frem1",0.012473062
BC7,BP,GO:0021681,cerebellar granular layer development,"Nrxn1, Grid2",0.012515651
BC7,BP,GO:0086012,membrane depolarization during cardiac muscle cell action potential,"Hcn4, Cacna2d1",0.012515651
BC7,BP,GO:0098814,spontaneous synaptic transmission,"Rims1, App",0.012515651
BC7,BP,GO:1900452,regulation of long-term synaptic depression,"Adcy8, Grid2",0.012515651
BC7,BP,GO:0010469,regulation of signaling receptor activity,"Nrxn1, Nlgn1, App, Dlgap1",0.012515651
BC7,BP,GO:0071333,cellular response to glucose stimulus,"Adcy8, Nrxn1, Epha5, Efna5",0.012515651
BC7,BP,GO:1904321,response to forskolin,"Adcy8, Epha5, Efna5",0.012522261
BC7,BP,GO:1904322,cellular response to forskolin,"Adcy8, Epha5, Efna5",0.012522261
BC7,BP,GO:0071331,cellular response to hexose stimulus,"Adcy8, Nrxn1, Epha5, Efna5",0.012828081
BC7,BP,GO:0007585,respiratory gaseous exchange by respiratory system,"Nlgn1, Glra1, Dach1",0.012828081
BC7,BP,GO:0043954,cellular component maintenance,"App, Zfp804a, Grin2b",0.012828081
BC7,BP,GO:0061337,cardiac conduction,"Ryr2, Hcn4, Cacna2d1",0.012828081
BC7,BP,GO:0071326,cellular response to monosaccharide stimulus,"Adcy8, Nrxn1, Epha5, Efna5",0.012993295
BC7,BP,GO:0097306,cellular response to alcohol,"Adcy8, Glra1, Epha5, Efna5",0.012993295
BC7,BP,GO:0086003,cardiac muscle cell contraction,"Ryr2, Hcn4, Cacna2d1",0.013196767
BC7,BP,GO:1904062,regulation of cation transmembrane transport,"Nrxn1, Nlgn1, Ryr2, App, Kcnip3, Cacna2d1",0.013216564
BC7,BP,GO:0032793,positive regulation of CREB transcription factor activity,"Adcy8, Epha5",0.013216564
BC7,BP,GO:0060134,prepulse inhibition,"Nrxn1, Grid2",0.013216564
BC7,BP,GO:0097091,synaptic vesicle clustering,"Nrxn1, Nlgn1",0.013216564
BC7,BP,GO:0050921,positive regulation of chemotaxis,"Slit2, Scg2, App, Dscam",0.013280014
BC7,BP,GO:0072578,neurotransmitter-gated ion channel clustering,"Nrxn1, Nlgn1",0.014482428
BC7,BP,GO:1904385,cellular response to angiotensin,"Car2, Rock2",0.014482428
BC7,BP,GO:0001655,urogenital system development,"Slit2, Erbb4, Fat4, Angpt1, Bicc1, Lgr5",0.014482428
BC7,BP,GO:0048593,camera-type eye morphogenesis,"Fat3, Tenm3, Irx6, Dscam",0.014697675
BC7,BP,GO:0060997,dendritic spine morphogenesis,"Nlgn1, Epha5, Tanc2",0.014842239
BC7,BP,GO:1902903,regulation of supramolecular fiber organization,"Slit2, Esam, Tmeff2, App, Fmn2, Rock2",0.014862609
BC7,BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,"Erbb4, App, Angpt1, Cntn1, Efna5",0.015421779
BC7,BP,GO:0043116,negative regulation of vascular permeability,"Slit2, Angpt1",0.015710386
BC7,BP,GO:0097120,receptor localization to synapse,"Nrxn1, Nlgn1, Anks1b",0.015710386
BC7,BP,GO:0007626,locomotory behavior,"Adcy8, Glra1, App, Fign, Dscam",0.015710386
BC7,BP,GO:0060562,epithelial tube morphogenesis,"Slit2, Ryr2, Fat4, Angpt1, Lgr5, Rock2",0.015710386
BC7,BP,GO:0010977,negative regulation of neuron projection development,"Slit2, Fat3, Epha3, Nlgn1",0.016292567
BC7,BP,GO:0032412,regulation of ion transmembrane transporter activity,"Nrxn1, Nlgn1, Ryr2, App, Cacna2d1",0.016682956
BC7,BP,GO:0031290,retinal ganglion cell axon guidance,"Slit2, Efna5",0.016682956
BC7,BP,GO:0035584,calcium-mediated signaling using intracellular calcium source,"Tenm2, Ryr2",0.016682956
BC7,BP,GO:0098962,regulation of postsynaptic neurotransmitter receptor activity,"App, Dlgap1",0.016682956
BC7,BP,GO:1990776,response to angiotensin,"Car2, Rock2",0.016682956
BC7,BP,GO:0001678,cellular glucose homeostasis,"Adcy8, Nrxn1, Epha5, Efna5",0.017359684
BC7,BP,GO:0110053,regulation of actin filament organization,"Slit2, Esam, Tmeff2, Fmn2, Rock2",0.017954866
BC7,BP,GO:0043576,regulation of respiratory gaseous exchange,"Nlgn1, Glra1",0.017954866
BC7,BP,GO:0048791,calcium ion-regulated exocytosis of neurotransmitter,"Rims1, Cadps",0.017954866
BC7,BP,GO:0051262,protein tetramerization,"Gria2, App, Grin2b",0.017954866
BC7,BP,GO:1901652,response to peptide,"Adcy8, App, Prkcb, Car2, Cacna2d1, Rock2",0.018673792
